timestamp,odom_dist,truth_dist,drift_percent
1,0.862,0.862,-0.0
2,1.952,1.952,-0.0
3,3.025,3.026,-0.0
4,4.128,4.128,-0.0
5,5.243,5.243,-0.0
6,6.363,6.364,-0.0
7,7.485,7.485,-0.0
8,8.556,8.556,0.0
9,9.327,9.327,0.0
10,10.384,10.383,0.0
11,11.224,11.223,0.0
12,12.052,12.052,0.0
13,13.139,13.139,0.0
14,14.233,14.233,0.0
15,15.305,15.304,0.0
16,16.313,16.313,0.0
17,17.270,17.270,0.0
18,18.227,18.227,0.0
19,19.185,19.184,0.0
20,20.143,20.142,0.0
21,21.101,21.100,0.0
22,22.011,22.011,0.0
23,22.925,22.925,0.0
24,23.837,23.836,0.0
25,24.752,24.752,0.0
26,25.663,25.663,0.0
27,26.578,26.578,0.0
28,27.490,27.489,0.0
29,28.406,28.406,0.0
30,29.313,29.312,0.0
31,30.224,30.224,0.0
32,31.139,31.139,0.0
33,32.059,32.058,0.0
34,32.967,32.966,0.0
35,33.885,33.884,0.0
36,34.790,34.790,0.0
37,35.710,35.709,0.0
38,36.620,36.620,0.0
39,37.534,37.534,0.0
40,38.445,38.445,0.0
41,39.361,39.361,0.0
42,40.273,40.272,0.0
43,41.189,41.189,0.0
44,42.097,42.096,0.0
45,43.009,43.008,0.0
46,43.922,43.922,0.0
47,44.841,44.840,0.0
48,45.750,45.750,0.0
49,46.665,46.665,0.0
50,47.576,47.576,0.0
51,48.491,48.491,0.0
52,49.400,49.400,0.0
53,50.315,50.314,0.0
54,51.225,51.224,0.0
55,52.139,52.138,0.0
56,53.058,53.057,0.0
57,53.965,53.964,0.0
58,54.877,54.876,0.0
59,55.791,55.790,0.0
60,56.710,56.709,0.0
61,57.616,57.616,0.0
62,58.536,58.536,0.0
63,59.444,59.443,0.0
64,60.351,60.351,0.0
65,61.272,61.271,0.0
66,62.183,62.182,0.0
67,63.098,63.097,0.0
68,64.009,64.008,0.0
69,64.924,64.923,0.0
70,65.834,65.834,0.0
71,66.748,66.748,0.0
72,67.660,67.659,0.0
73,68.575,68.574,0.0
74,69.493,69.492,0.0
75,70.402,70.401,0.0
76,71.313,71.312,0.0
77,72.227,72.226,0.0
78,73.146,73.145,0.0
79,74.051,74.050,0.0
80,74.964,74.963,0.0
81,75.879,75.878,0.0
82,76.790,76.789,0.0
83,77.705,77.703,0.0
84,78.624,78.623,0.0
85,79.530,79.529,0.0
86,80.450,80.449,0.0
87,81.357,81.356,0.0
88,82.268,82.268,0.0
89,83.184,83.183,0.0
90,84.095,84.094,0.0
91,85.011,85.010,0.0
92,85.922,85.921,0.0
93,86.837,86.836,0.0
94,87.748,87.747,0.0
95,88.664,88.663,0.0
96,89.575,89.574,0.0
97,90.488,90.487,0.0
98,91.399,91.399,0.0
99,92.316,92.315,0.0
100,93.227,93.227,0.0
101,94.142,94.141,0.0
102,95.052,95.051,0.0
103,95.966,95.965,0.0
104,96.877,96.876,0.0
105,97.793,97.792,0.0
106,98.704,98.703,0.0
107,99.619,99.619,0.0
