timestamp,odom_dist,truth_dist,drift_percent
109,0.501,1.081,-53.7
110,0.501,1.081,-53.7
111,0.501,1.080,-53.6
112,0.501,1.080,-53.6
113,0.501,1.080,-53.6
114,0.501,1.080,-53.6
115,0.501,1.080,-53.6
116,0.501,1.079,-53.6
117,0.501,1.079,-53.6
118,0.501,1.079,-53.6
119,0.501,1.079,-53.6
120,0.501,1.079,-53.6
121,0.501,1.078,-53.6
122,0.501,1.078,-53.5
123,0.501,1.078,-53.5
124,0.501,1.078,-53.5
125,0.501,1.078,-53.5
126,0.501,1.077,-53.5
127,0.501,1.077,-53.5
128,0.501,1.077,-53.5
129,0.501,1.077,-53.5
130,0.501,1.077,-53.5
131,0.501,1.076,-53.5
132,0.501,1.076,-53.5
133,0.501,1.076,-53.5
134,0.501,1.076,-53.4
135,0.501,1.075,-53.4
136,0.501,1.075,-53.4
137,0.501,1.075,-53.4
138,0.501,1.075,-53.4
139,0.501,1.075,-53.4
140,0.501,1.074,-53.4
141,0.501,1.074,-53.4
142,0.501,1.074,-53.4
143,0.501,1.074,-53.4
144,0.501,1.074,-53.4
145,0.501,1.073,-53.3
146,0.501,1.073,-53.3
147,0.501,1.073,-53.3
148,0.501,1.073,-53.3
149,0.501,1.073,-53.3
150,0.501,1.072,-53.3
151,0.501,1.072,-53.3
152,0.501,1.072,-53.3
153,0.501,1.072,-53.3
154,0.501,1.071,-53.3
155,0.501,1.071,-53.3
156,0.501,1.071,-53.2
157,0.501,1.071,-53.2
158,0.501,1.071,-53.2
159,0.501,1.070,-53.2
160,0.501,1.070,-53.2
161,0.501,1.070,-53.2
162,0.501,1.070,-53.2
163,0.501,1.070,-53.2
164,0.501,1.069,-53.2
165,0.501,1.069,-53.2
166,0.501,1.069,-53.2
167,0.501,1.069,-53.1
168,0.501,1.069,-53.1
169,0.501,1.068,-53.1
170,0.501,1.068,-53.1
171,0.501,1.068,-53.1
172,0.501,1.068,-53.1
173,0.501,1.068,-53.1
174,0.501,1.067,-53.1
175,0.501,1.067,-53.1
176,0.501,1.067,-53.1
177,0.501,1.067,-53.0
178,0.501,1.066,-53.0
179,0.501,1.066,-53.0
180,0.501,1.066,-53.0
181,0.501,1.066,-53.0
182,0.501,1.066,-53.0
183,0.501,1.065,-53.0
184,0.501,1.065,-53.0
185,0.501,1.065,-53.0
186,0.501,1.065,-53.0
187,0.501,1.065,-53.0
188,0.501,1.064,-52.9
189,0.501,1.064,-52.9
190,0.501,1.064,-52.9
191,0.501,1.064,-52.9
